1771.9994
-658.9999
2.4665746E-6
0.0
1
false
null
390,-330,0,false
1530,-540,225,false
1530,-570,225,false
1530,-600,225,false
1560,-630,225,false
1590,-660,225,false
2010,-540,225,false
2010,-570,225,false
2010,-600,225,false
1980,-630,225,false
1950,-660,225,false
1950,-540,229,false
1950,-570,229,false
1920,-600,229,false
1890,-630,229,false
1590,-540,229,false
1590,-570,229,false
1620,-600,229,false
1650,-630,229,false
1650,-540,234,false
1680,-570,234,false
1710,-600,234,false
1890,-540,234,false
1860,-570,234,false
1830,-600,234,false
1710,-540,227,false
1740,-570,227,false
1830,-540,227,false
1800,-570,227,false
1590,-690,3,false
1620,-690,3,false
1650,-660,3,false
1680,-660,3,false
1710,-630,3,false
1740,-630,3,false
1770,-630,3,false
1800,-630,3,false
1830,-630,3,false
1860,-660,3,false
1890,-660,3,false
1920,-690,3,false
1950,-690,3,false
1560,-540,12,false
1560,-570,12,false
1560,-600,12,false
1590,-600,12,false
1590,-630,12,false
1620,-630,12,false
1620,-660,12,false
1680,-630,12,false
1680,-600,12,false
1650,-600,12,false
1620,-570,12,false
1650,-570,12,false
1620,-540,12,false
1680,-540,12,false
1710,-570,12,false
1740,-600,12,false
1770,-600,12,false
1800,-600,12,false
1830,-570,12,false
1860,-540,12,false
1770,-570,12,false
1740,-540,12,false
1770,-540,12,false
1800,-540,12,false
1920,-540,12,false
1920,-570,12,false
1890,-570,12,false
1890,-600,12,false
1860,-600,12,false
1860,-630,12,false
1920,-660,12,false
1920,-630,12,false
1950,-630,12,false
1950,-600,12,false
1980,-600,12,false
1980,-570,12,false
1980,-540,12,false
1530,-510,225,false
2010,-510,225,false
1710,-510,227,false
1830,-510,227,false
1800,-510,227,false
1770,-510,227,false
1740,-510,227,false
1650,-510,234,false
1680,-510,234,false
1890,-510,234,false
1860,-510,234,false
1950,-510,230,false
1980,-510,230,false
1920,-510,230,false
1560,-510,230,false
1590,-510,230,false
1620,-510,230,false
1590,-720,5,false
1950,-720,5,false
1980,-690,3,false
2010,-690,3,false
2040,-690,3,false
2070,-690,3,false
1560,-690,3,false
1530,-690,3,false
1500,-690,3,false
1470,-690,3,false
2100,-660,3,false
2130,-660,3,false
2160,-630,3,false
2190,-630,3,false
2220,-600,3,false
1440,-660,3,false
1410,-660,3,false
1380,-630,3,false
1350,-630,3,false
1320,-600,3,false
1350,-600,4,false
1380,-600,4,false
1320,-570,4,false
1410,-630,4,false
1440,-630,4,false
1470,-660,4,false
1500,-660,4,false
1530,-660,4,false
1560,-660,4,false
1980,-660,4,false
2010,-660,4,false
2040,-660,4,false
2070,-660,4,false
2100,-630,4,false
2130,-630,4,false
2160,-600,4,false
2190,-600,4,false
2220,-570,4,false
1920,-720,7,true
1920,-720,7,true
1920,-720,7,true
1920,-750,7,true
1920,-750,7,true
1920,-750,7,true
1920,-750,7,true
1920,-780,7,true
1920,-780,7,true
1920,-780,7,true
1920,-780,7,true
1620,-720,7,true
1620,-720,7,true
1620,-720,7,true
1620,-780,7,true
1620,-780,7,true
1620,-780,7,true
1620,-750,7,true
1620,-750,7,true
1620,-750,7,true
1650,-810,15,true
1650,-870,15,true
1650,-870,15,true
1650,-870,15,true
1620,-870,15,true
1620,-870,15,true
1620,-870,15,true
1620,-870,15,true
1590,-810,15,true
1590,-810,15,true
1590,-810,15,true
1590,-810,15,true
1590,-840,15,true
1590,-840,15,true
